tweet_text	event
My dog ran away during the evacuation of Santa Cruz. Please help me find him! #SantaCruz #MissingDog #PetLost	fire
Anyone know if they're doing wellness checks in Paradise? #Paradise #WellnessChecks #Info	fire
The smoke is making my eyes burn. #Smoke #EyesBurn #Wildfire	fire
They're estimating the August Complex fire is the largest in California history. #AugustComplex #LargestFire #California	fire
My friend is a volunteer firefighter. I'm so worried about her. #VolunteerFirefighter #Worried #Safety	fire
Need to find my brother, he was last seen near the evacuation center in Redding. #Redding #MissingBrother #EvacuationCenter	fire
The devastation in Paradise is just heartbreaking. #Paradise #Devastation #Heartbroken	fire
Anyone have info on the situation in Williams? Roads closed? #Williams #RoadsClosed #Info	fire
The fire is moving so fast. It's terrifying. #FastMovingFire #Terrifying #Wildfire	fire
My family is evacuated from Big Sur. Praying for their safety. #BigSur #EvacuatedFamily #Prayers	fire
The air quality is hazardous in Sacramento. Staying indoors. #Sacramento #AirQuality #Hazardous	fire
Need help locating my cat, Whiskers, lost during the evacuation of Camarillo. #Camarillo #MissingCat #PetLost	fire
The wind is really picking up…this is not good at all. #Wind #Wildfire #Dangerous	fire
Just heard that the evacuation order has been expanded in Ventura County. Everyone evacuate now. #VenturaCounty #Evacuate #Emergency	fire
They're saying the fire is heading towards Boulder Creek. Prepare to evacuate. #BoulderCreek #Evacuate #Wildfire	fire
Lost all my important documents in the fire. What do I do now? #LostDocuments #Wildfire #Help	fire
Anyone know if they’re doing search and rescue operations in Magalia? #Magalia #SearchAndRescue #Rescue	fire
My friend is volunteering at the shelter in Chico and says they need blankets. #Chico #Blankets #Supplies	fire
The smell of burning is making me sick. #BurningSmell #Sick #Wildfire	fire
This fire is a nightmare. I'm scared. #Nightmare #Scared #Wildfire	fire
Power out in Oroville. No updates. Feeling helpless. #Oroville #PowerOutage #Helpless	fire
Praying for rain to come soon. #Rain #Prayers #Wildfire	fire
Just heard about the mudslides in Montecito. Stay safe everyone. #Montecito #Mudslides #StaySafe	fire
Evacuating from Happy Camp now. It’s a mess. #HappyCamp #Evacuating #Mess	fire
My sister is volunteering at the evacuation center and is overwhelmed. #EvacuationCenter #Volunteering #Overwhelmed	fire
The wind is making the flames spread even faster. #Wind #Flames #Spreading	fire
They're saying the mudflows are isolating communities in Montecito. #Montecito #Mudflows #Isolated	fire
Lost all my photos in the Paradise fire. Heartbroken doesn’t even begin to describe it. #Paradise #LostPhotos #Heartbroken	fire
Anyone know if Hwy 299 is open? Need to get back to Redding. #Hwy299 #Redding #RoadClosure	fire
The firefighters are risking their lives to save ours. Thank you. #Firefighters #RiskingLives #ThankYou	fire
Saw a burning tree fall across the road. Close call. #BurningTree #CloseCall #Wildfire	fire
My heart goes out to all the animals who lost their homes in the fires. #Animals #LostHomes #Wildfire	fire
Need to find my dad. He was last seen near the Lava Ridge fire. #LavaRidgeFire #MissingDad #Help	fire
The smoke is choking me. Can't breathe. #Smoke #Choking #Wildfire	fire
They're estimating the Creek Fire could take weeks to contain. #CreekFire #Containment #Weeks	fire
My friend's house in Berry Creek burned down. I'm devastated for her. 💔 #BerryCreek #BurnedDown #Friend	fire
Anyone have any info on the situation in Covelo? #Covelo #Info #Help	fire
Evacuating from Lake Isabella. Praying we make it out safe. #LakeIsabella #Evacuating #Safe	fire
The firefighters are heroes. They are saving lives. #Firefighters #Heroes #SavingLives	fire
My house in Paradise is gone. Everything I owned is gone. #Paradise #Gone #EverythingLost	fire
Heard reports of flash floods in the burn scars. Be careful. #FlashFloods #BurnScars #Danger	fire
The evacuation center in Chico is running low on food. #Chico #EvacuationCenter #FoodShortage	fire
This fire is a tragedy. I'm heartbroken for everyone. #Tragedy #Heartbroken #Wildfire	fire
Need to find my brother. Last seen near the Paradise Ridge. #ParadiseRidge #MissingBrother #Help	fire
The smoke is so thick, it’s hard to see the sun. #Smoke #Sun #Wildfire	fire
My friend is a volunteer firefighter. Please keep her safe. #VolunteerFirefighter #Safe #Prayers	fire
Lost everything in the fire. Don’t know where to start. #LostEverything #Wildfire #Restart	fire
Anyone know if they're doing wellness checks in Paradise? My grandma is still there. #Paradise #WellnessChecks #Grandma	fire
The air quality is terrible. Stay indoors if you can. #AirQuality #Terrible #Wildfire	fire
The forest is burning. It's a devastating sight. #BurningForest #Devastating #Wildfire	fire
Evacuating from Weaverville. Hoping for the best. #Weaverville #Evacuating #Hopeful	fire
My sister is a nurse at the hospital in Redding. She’s working non-stop. #Redding #Nurse #NonStop	fire
The wind is picking up again. This is scary. #Wind #Scary #Wildfire	fire
They're saying the mudflows are making it impossible to get to some areas. #Mudflows #Impossible #Wildfire	fire
Lost all my family heirlooms in the fire. So sad. 😔 #FamilyHeirlooms #Lost #Sad	fire
Anyone know if Hwy 89 is open? Need to get supplies to Truckee. #Hwy89 #Truckee #Supplies	fire
The firefighters are working so hard. They are true heroes. #Firefighters #Heroes #HardWork	fire
My house in Concow is still standing, but I’m not sure for how much longer. #Concow #Standing #Wildfire	fire
My dog ran away during the evacuation. Please help me find him! #Dog #Lost #Evacuation	fire
Anyone have any info on the situation in Oroville? #Oroville #Info #Help	fire
The smoke is so thick I can’t see my neighbor’s house. #Smoke #Thick #Wildfire	fire
They're estimating the Creek Fire will continue to grow. #CreekFire #Grow #Wildfire	fire
My friend’s family lost their home in Paradise. I’m heartbroken for them. 💔 #Paradise #LostHome #Friend	fire
Anyone have any info on the situation in Clearlake Oaks? #ClearlakeOaks #Info #Help	fire
Evacuating from Santa Barbara now. It's chaotic. #SantaBarbara #Evacuating #Chaotic	fire
My brother is a first responder. I'm so proud of him. #FirstResponder #Proud #Wildfire	fire
My house in Berry Creek is gone. Everything I owned is ash. #BerryCreek #Ash #Gone	fire
Heard reports of flash floods in the burn areas. Stay safe! #FlashFloods #BurnAreas #Safe	fire
The evacuation center is full. Need volunteers! #EvacuationCenter #Volunteers #Help	fire
